abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
The White House warned on Sunday that automatic budget cuts scheduled to take effect this week would have a devastating impact on programs for people of all ages in every state.,"WASHINGTON — In an effort to put pressure on Congressional Republicans, the White House warned on Sunday that automatic budget cuts scheduled to take effect this week would have a devastating impact on programs for people of all ages in every state.","{'main': 'As Governors Meet, White House Outlines Drop in Aid to States', 'kicker': None, 'content_kicker': None, 'print_headline': 'As Governors Meet, White House Outlines Drop in Aid to States', 'name': None, 'seo': None, 'sub': None}","As Governors Meet, White House Outlines Drop in Aid to States",-0.5,0.5,-0.5,0.5,0.0,0.0,2013,2
What would the political landscape in Washington look like if Republicans had won the Senate last November?,Alternative history is a popular niche in fiction. What would the world look like if Pickett had carried the day at Gettysburg?  What if the Japanese had prevailed at Midway? How different would current events be if President Kennedy’s assassination had been thwarted?,"{'main': 'What if the Republicans Had Won the Senate?', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",What if the Republicans Had Won the Senate?,0.0,0.08333333333333334,0.15,0.475,0.0,0.0,2013,2
"The New Mexico governor, a Republican who will represent her party in efforts to recruit Latino candidates, is fighting to repeal a state law allowing illegal immigrants to get a driver’s license.","SANTA FE, N.M. — If there is one trait of Gov. Susana Martinez, a Republican, that irks lawmakers on the opposite side of the aisle, it is her reluctance to negotiate. Ms. Martinez handles the Legislature in much the same way that she made a name for herself as a county prosecutor — a tough-as-nails approach that helped carry her all the way to the state’s highest government post.","{'main': 'Governor of New Mexico, and Now an Envoy for Republicans', 'kicker': None, 'content_kicker': None, 'print_headline': 'Governor of New Mexico, and Now an Envoy for Republicans', 'name': None, 'seo': None, 'sub': None}","Governor of New Mexico, and Now an Envoy for Republicans",-0.18181818181818182,0.4772727272727273,0.06666666666666667,0.10833333333333334,0.13636363636363635,0.45454545454545453,2013,2
Michelle Obama made an appearance at the Oscars from the Diplomatic Room of the White House to present the best picture award to “Argo.”,"6:21 p.m. | Updated She may not have walked the red carpet, but Michelle Obama — all bangs and biceps and bling — had her own star turn during Sunday night’s Academy Awards ceremony, when she announced the winner for best picture via satellite from the White House.","{'main': 'Michelle Obama Makes a Star Turn at the Oscars (via Satellite)', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': 'A Tale of Secret Talks and Intrigue Behind Michelle Obamau2019s Oscars Appearance', 'name': None, 'seo': None, 'sub': None}",Michelle Obama Makes a Star Turn at the Oscars (via Satellite),0.3333333333333333,0.09999999999999999,0.4,0.325,0.0,0.0,2013,2
"The committee will begin to consider four separate gun safety measures on Thursday, although the process of narrowing actual legislative language will most likely dribble into next week.","The Senate Judiciary Committee will begin to consider four separate gun safety measures on Thursday, although the process of narrowing actual legislative language will most likely dribble into next week.","{'main': 'Senate Judiciary Committee Set to Consider Gun Legislation', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Senate Judiciary Committee Set to Consider Gun Legislation,0.125,0.4,0.125,0.4,0.0,0.0,2013,2
Political news from today’s Times and a look at the latest happenings in Washington.,In Today’s Times,"{'main': 'The Early Word: Rises and Falls', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: Rises and Falls,0.25,0.5,0.0,0.0,0.1,0.3,2013,2
The ascent of the leading black political family in the United States is inextricable from the unraveling of an older one.,"When Barack and Michelle Obamawere married in Chicago two decades ago, Santita Jackson, a daughter of the Rev.Jesse L. Jackson, sang at their wedding. When Mr. Obama ran for his first national office, he made sure he was not stepping on the ambitions of her brother,Jesse L. Jackson Jr., who later became a co-chairman of his 2008 presidential campaign.","{'main': 'Crossed Paths: Chicago’s Jacksons and Obamas', 'kicker': None, 'content_kicker': None, 'print_headline': 'Crossed Paths: Chicago’s Jacksons and Obamas', 'name': None, 'seo': None, 'sub': None}",Crossed Paths: Chicago’s Jacksons and Obamas,0.0,0.2888888888888889,0.25,0.3680555555555555,0.0,0.0,2013,2
A 5-4 decision saying the plaintiffs lacked standing to sue over monitoring of international phone calls and e-mails illustrated how hard it is to mount court challenges to a wide array of antiterrorism measures.,WASHINGTON — The Supreme Court on Tuesday turned back a challenge to a federal law that broadened the government’s power to eavesdrop on international phone calls and e-mails.,"{'main': 'Justices Turn Back Challenge to Broader U.S. Eavesdropping', 'kicker': None, 'content_kicker': None, 'print_headline': 'Justices reject Legal Challenge To surveillance', 'name': None, 'seo': None, 'sub': None}",Justices Turn Back Challenge to Broader U.S. Eavesdropping,-0.13055555555555556,0.3138888888888889,0.0,0.0,0.0,0.0,2013,2
"Former Nebraska Senator Chuck Hagel was confirmed as President Obama’s new secretary of defense, but his confirmation vote was far more partisan than others in recent history.",Former Nebraska Senator Chuck Hagel was confirmed Tuesday as President Obama’s new secretary of defense. Mr. Hagel — after failing to clear a Republican filibuster 12 days ago — cleared a cloture vote easily early Tuesday before being confirmed by the Senate by a vote of 58 to 41.,"{'main': 'An Unusually Partisan Confirmation Vote', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",An Unusually Partisan Confirmation Vote,0.18939393939393936,0.5340909090909091,0.18939393939393936,0.522979797979798,0.2,1.0,2013,2
House Speaker John A. Boehner used colorful language as he pressed Senate Democrats to pass some sort of alternative to the $85 billion in across-the-board spending cuts set to go into effect on Friday.,Speaker John A. Boehner said in no uncertain terms Tuesday morning that he expected the Senate to pass some sort of alternative to the $85 billion in across-the-board spending cuts set to go into effect on Friday before the House would take any more action.,"{'main': 'From Boehner, a Salty Demand That the Senate Act on Spending Cuts', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","From Boehner, a Salty Demand That the Senate Act on Spending Cuts",0.2,0.65,0.15,0.47500000000000003,0.0,0.0,2013,2
"The position has broad national implications, coming as the White House tries to persuade states to expand Medicaid as part of the new health care law.","WASHINGTON — The Obama administration said Monday that states could cut Medicaid payments to many doctors and other health care providers to hold down costs in the program, which insures 60 million low-income people and will soon cover many more under the new health care law.","{'main': 'States Can Cut Back on Medicaid Payments, Administration Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'States Can Cut Back On Medicaid Payments, Administration Says', 'name': None, 'seo': None, 'sub': None}","States Can Cut Back on Medicaid Payments, Administration Says",0.024715909090909087,0.2917613636363636,0.22596801346801346,0.4364057239057239,0.0,0.0,2013,2
"While no parks, monuments or refuges would be closed, Ken Salazar, the interior secretary, said that services would be curtailed if federal spending cuts begin Friday.","WASHINGTON — Mandatory federal spending cuts scheduled to begin Friday are already affecting operations at many of the nation’s national parks and wildlife refuges, officials said Monday.","{'main': 'Reduced Spending Would Limit Park Services and Revenue, Interior Secretary Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'Reduced Spending Would Limit Park Services and Revenue, Interior Secretary Says', 'name': None, 'seo': None, 'sub': None}","Reduced Spending Would Limit Park Services and Revenue, Interior Secretary Says",-0.1,0.1,0.5,0.5,0.0,0.0,2013,2
"Gun control became a major issue in the race, and a “super PAC” formed by Mayor Michael R. Bloomberg spent heavily in the campaign.","CHICAGO — Riding a wave of “super PAC” spending that helped catapult her to the front of a crowded Democratic field, Robin Kelly, whose campaign called for tougher national gun laws, clinched her party’s nomination Tuesday in a special primary election for the House seat vacated by Representative Jesse L. Jackson Jr. ","{'main': 'Candidate Who Backs Gun Control Wins Race', 'kicker': None, 'content_kicker': None, 'print_headline': 'Candidate Who Backs Gun Control Wins Race', 'name': None, 'seo': None, 'sub': None}",Candidate Who Backs Gun Control Wins Race,0.023958333333333318,0.44166666666666665,0.36349206349206353,0.5793650793650794,0.3,0.2,2013,2
"Political news from today’s Times and around the Web, plus a look at the latest happenings in Washington.",In Today’s Times,"{'main': 'The Early Word: Plan C', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: Plan C,0.25,0.5,0.0,0.0,0.1,0.3,2013,2
The president spoke to employees at Newport News Shipbuilding to illustrate the impact that automatic cuts could have on Virginia’s workers.,"NEWPORT NEWS, Va. — President Obama flew on Tuesday to the vast shipyard where the nation’s nuclear-powered aircraft carriers are built to send a warning that automatic cuts in the Pentagon budget, only three days away, threatened the jobs of tens of thousands of workers and America’s fragile economic recovery.","{'main': 'With Virginia Shipyard as Backdrop, Obama Warns Again on Cuts', 'kicker': None, 'content_kicker': None, 'print_headline': 'With Virginia Shipyard as Backdrop, Obama Warns Again on Cuts', 'name': None, 'seo': None, 'sub': None}","With Virginia Shipyard as Backdrop, Obama Warns Again on Cuts",0.0,0.0,0.05,0.675,0.0,0.0,2013,2
